occ_code,occ_title,total_employment,employment_prse,mean_wage_prse,mean_annual,mean_annual_topcoded,median_annual,median_annual_topcoded,pct10_annual,pct25_annual,pct75_annual,pct90_annual,year
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",65010,2.5,0.7,75570.0,False,74090.0,False,46840.0,60040.0,88710.0,105590.0,2025
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",20720,2.5,0.6,100760.0,False,103020.0,False,65730.0,81860.0,118870.0,129920.0,2025
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",8550,7.1,1.9,51560.0,False,48420.0,False,35590.0,43310.0,58500.0,70170.0,2025
49-2097,Audiovisual Equipment Installers and Repairers,19780,6.3,2.0,57930.0,False,52600.0,False,36760.0,44490.0,67300.0,84190.0,2025
49-2098,Security and Fire Alarm Systems Installers,86340,2.8,0.8,60960.0,False,60070.0,False,38800.0,47820.0,73690.0,81150.0,2025
49-3011,Aircraft Mechanics and Service Technicians,138090,1.3,0.7,84740.0,False,79870.0,False,48780.0,62630.0,99130.0,128890.0,2025
49-3021,Automotive Body and Related Repairers,149310,1.4,0.7,59690.0,False,54890.0,False,36910.0,45750.0,69200.0,87940.0,2025
49-3022,Automotive Glass Installers and Repairers,20310,3.6,0.9,50430.0,False,47630.0,False,35390.0,40110.0,59550.0,70650.0,2025
49-3023,Automotive Service Technicians and Mechanics,704640,0.6,0.3,56420.0,False,50620.0,False,34660.0,38900.0,70430.0,81790.0,2025
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,289960,1.0,0.3,64320.0,False,61770.0,False,44530.0,50540.0,75470.0,88740.0,2025
49-3041,Farm Equipment Mechanics and Service Technicians,37870,2.2,0.6,57290.0,False,56550.0,False,37470.0,46450.0,65580.0,78740.0,2025
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",176600,1.6,0.7,69240.0,False,65510.0,False,46820.0,56970.0,79270.0,94460.0,2025
49-3043,Rail Car Repairers,21350,2.5,0.7,70680.0,False,67530.0,False,46800.0,54520.0,84570.0,95100.0,2025
49-3051,Motorboat Mechanics and Service Technicians,23220,3.1,1.1,58070.0,False,57550.0,False,36950.0,46750.0,66620.0,79330.0,2025
49-3052,Motorcycle Mechanics,13510,3.0,0.9,52370.0,False,48580.0,False,34770.0,39550.0,61510.0,74400.0,2025
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,36060,2.2,0.5,49990.0,False,47880.0,False,34670.0,40670.0,58560.0,67260.0,2025
49-3091,Bicycle Repairers,12170,5.2,1.0,42730.0,False,42780.0,False,31220.0,36360.0,48020.0,55000.0,2025
49-3092,Recreational Vehicle Service Technicians,17430,4.0,1.3,56440.0,False,52000.0,False,36120.0,44920.0,63890.0,77960.0,2025
49-3093,Tire Repairers and Changers,108410,1.5,0.4,40170.0,False,37710.0,False,30010.0,34690.0,45300.0,50230.0,2025
49-9011,Mechanical Door Repairers,27120,5.4,1.2,57540.0,False,55720.0,False,38490.0,46610.0,65630.0,78260.0,2025
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",48240,3.0,0.9,76210.0,False,74340.0,False,45910.0,54950.0,97120.0,112500.0,2025
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",409670,1.3,0.5,64780.0,False,61010.0,False,40050.0,48360.0,77060.0,95210.0,2025
49-9031,Home Appliance Repairers,32150,4.0,1.2,56040.0,False,50990.0,False,36190.0,43780.0,63390.0,80660.0,2025
49-9041,Industrial Machinery Mechanics,439640,0.7,0.3,68460.0,False,64520.0,False,46120.0,55010.0,78780.0,95170.0,2025
49-9043,"Maintenance Workers, Machinery",60020,1.6,0.6,64610.0,False,60850.0,False,42000.0,48920.0,75200.0,88550.0,2025
49-9044,Millwrights,40330,2.4,0.8,69780.0,False,65700.0,False,46290.0,56390.0,81500.0,93600.0,2025
49-9045,"Refractory Materials Repairers, Except Brickmasons",1080,12.8,3.5,63770.0,False,61290.0,False,40590.0,50050.0,75000.0,86510.0,2025
49-9051,Electrical Power-Line Installers and Repairers,131070,1.6,0.6,91970.0,False,95320.0,False,51470.0,67270.0,109740.0,128690.0,2025
49-9052,Telecommunications Line Installers and Repairers,97720,2.3,0.7,73940.0,False,74330.0,False,45310.0,54310.0,95850.0,103680.0,2025
49-9061,Camera and Photographic Equipment Repairers,1650,17.1,4.1,56040.0,False,52720.0,False,34320.0,41630.0,66070.0,83940.0,2025
49-9062,Medical Equipment Repairers,65990,2.8,0.9,65930.0,False,61660.0,False,38490.0,47470.0,78500.0,98280.0,2025
49-9063,Musical Instrument Repairers and Tuners,5380,4.7,1.7,49960.0,False,46420.0,False,31220.0,37670.0,58430.0,71600.0,2025
49-9064,Watch and Clock Repairers,1310,20.5,4.8,70840.0,False,67230.0,False,34240.0,47650.0,91490.0,109990.0,2025
49-9069,"Precision Instrument and Equipment Repairers, All Other",9400,5.3,2.0,71180.0,False,68990.0,False,40140.0,51070.0,84390.0,102990.0,2025
49-9071,"Maintenance and Repair Workers, General",1529700,0.5,0.2,53780.0,False,49590.0,False,35350.0,40840.0,62620.0,77180.0,2025
49-9081,Wind Turbine Service Technicians,9980,6.2,1.0,68980.0,False,64120.0,False,49230.0,58840.0,78010.0,92460.0,2025
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",26410,2.9,0.7,49770.0,False,47450.0,False,34320.0,39760.0,58110.0,66370.0,2025
49-9092,Commercial Divers,3450,11.3,7.9,88320.0,False,72990.0,False,43330.0,54810.0,101550.0,157790.0,2025
49-9094,Locksmiths and Safe Repairers,15040,2.0,1.4,55470.0,False,51320.0,False,35530.0,43160.0,64560.0,79400.0,2025
49-9095,Manufactured Building and Mobile Home Installers,3020,13.2,3.8,45410.0,False,45990.0,False,27120.0,35800.0,51970.0,60810.0,2025
49-9096,Riggers,22530,4.0,1.3,66810.0,False,62640.0,False,40680.0,48210.0,80180.0,97850.0,2025
49-9097,Signal and Track Switch Repairers,8720,2.5,0.9,90410.0,False,92460.0,False,62610.0,79720.0,99320.0,119550.0,2025
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",95580,2.3,0.5,41490.0,False,39630.0,False,29310.0,34910.0,46890.0,55890.0,2025
49-9099,"Installation, Maintenance, and Repair Workers, All Other",176300,1.8,0.5,53850.0,False,49230.0,False,36080.0,42170.0,61900.0,77040.0,2025
51-1011,First-Line Supervisors of Production and Operating Workers,673430,0.3,0.2,76600.0,False,74450.0,False,47130.0,58630.0,91680.0,108750.0,2025
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",34020,1.8,0.5,71420.0,False,65380.0,False,47310.0,58600.0,83410.0,107500.0,2025
51-2021,"Coil Winders, Tapers, and Finishers",12840,4.7,0.7,50470.0,False,48220.0,False,37540.0,42050.0,58770.0,63300.0,2025
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",246970,1.1,0.3,47660.0,False,45850.0,False,35350.0,38380.0,51670.0,62950.0,2025
51-2031,Engine and Other Machine Assemblers,34000,1.7,0.6,57790.0,False,53710.0,False,38500.0,45230.0,74920.0,77750.0,2025
51-2041,Structural Metal Fabricators and Fitters,52360,3.1,0.7,54030.0,False,51330.0,False,37960.0,45610.0,61250.0,72280.0,2025
51-2051,Fiberglass Laminators and Fabricators,16170,3.8,0.9,49550.0,False,46880.0,False,36910.0,39430.0,54490.0,63760.0,2025
51-2061,Timing Device Assemblers and Adjusters,250,35.0,13.9,56720.0,False,62620.0,False,27880.0,29040.0,72740.0,78270.0,2025
51-2090,Miscellaneous Assemblers and Fabricators,1405030,0.5,0.2,46660.0,False,44650.0,False,33280.0,37380.0,51200.0,64880.0,2025
51-3011,Bakers,236200,2.0,0.4,38480.0,False,37160.0,False,28120.0,32660.0,44360.0,49020.0,2025
51-3021,Butchers and Meat Cutters,136430,1.4,0.4,42380.0,False,40140.0,False,29460.0,35510.0,48050.0,58110.0,2025
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",145700,1.3,0.3,39280.0,False,38300.0,False,29980.0,35350.0,44170.0,48150.0,2025
51-3023,Slaughterers and Meat Packers,69950,1.8,0.4,41770.0,False,40130.0,False,33340.0,36150.0,46870.0,51090.0,2025
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",20370,3.4,0.9,45930.0,False,44810.0,False,33250.0,37540.0,50680.0,62680.0,2025
51-3092,Food Batchmakers,174520,1.5,0.4,43750.0,False,42290.0,False,31990.0,36350.0,49670.0,58940.0,2025
51-3093,Food Cooking Machine Operators and Tenders,31250,3.2,0.6,42570.0,False,41590.0,False,31680.0,36190.0,47380.0,54410.0,2025
51-3099,"Food Processing Workers, All Other",65000,2.0,0.3,40300.0,False,39680.0,False,32210.0,36410.0,44130.0,47950.0,2025
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",60840,2.4,0.4,49480.0,False,47720.0,False,36700.0,40450.0,56840.0,63710.0,2025
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",8930,5.9,1.3,51680.0,False,49030.0,False,36800.0,42440.0,60130.0,68720.0,2025
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",25250,2.6,0.5,53220.0,False,50140.0,False,37690.0,44020.0,61880.0,70310.0,2025
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",171200,1.2,0.3,48430.0,False,46330.0,False,35760.0,38870.0,55410.0,65510.0,2025
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4680,3.8,1.2,51810.0,False,49080.0,False,36300.0,41710.0,57940.0,68410.0,2025
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",67000,1.5,0.3,48170.0,False,46550.0,False,36110.0,39390.0,54290.0,62600.0,2025
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",16710,4.2,0.9,52490.0,False,50620.0,False,36670.0,43250.0,60700.0,69700.0,2025
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",12460,5.4,1.4,56740.0,False,52800.0,False,37840.0,45210.0,64900.0,81030.0,2025
51-4041,Machinists,287050,0.9,0.2,59320.0,False,58750.0,False,39200.0,47570.0,67700.0,80010.0,2025
51-4051,Metal-Refining Furnace Operators and Tenders,16780,2.5,0.4,55490.0,False,54430.0,False,39200.0,46080.0,62810.0,74470.0,2025
51-4052,"Pourers and Casters, Metal",4560,4.1,0.7,54290.0,False,51810.0,False,38480.0,45190.0,61700.0,72040.0,2025
51-4061,"Model Makers, Metal and Plastic",2610,6.9,2.2,68570.0,False,63340.0,False,39760.0,47360.0,86740.0,99010.0,2025
51-4062,"Patternmakers, Metal and Plastic",1470,6.8,1.5,60610.0,False,58000.0,False,42460.0,49070.0,69960.0,82590.0,2025
51-4071,Foundry Mold and Coremakers,12790,3.1,0.6,49860.0,False,48110.0,False,37160.0,41870.0,57350.0,62640.0,2025
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",150470,1.4,0.3,45960.0,False,44350.0,False,34170.0,37270.0,51020.0,61600.0,2025
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",124590,1.6,0.3,50030.0,False,47180.0,False,35780.0,39420.0,57800.0,74450.0,2025
51-4111,Tool and Die Makers,56930,1.9,0.4,66860.0,False,64050.0,False,44680.0,51490.0,78770.0,92680.0,2025
51-4121,"Welders, Cutters, Solderers, and Brazers",416210,0.8,0.2,56760.0,False,53750.0,False,39240.0,46790.0,63010.0,77530.0,2025
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",31600,2.6,0.5,50220.0,False,47920.0,False,36860.0,40560.0,57390.0,66540.0,2025
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14000,3.5,0.8,50450.0,False,48750.0,False,35180.0,40660.0,58400.0,66350.0,2025
51-4192,"Layout Workers, Metal and Plastic",5970,4.9,1.9,66520.0,False,63870.0,False,39980.0,50910.0,79470.0,93860.0,2025
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",32410,2.6,0.6,45100.0,False,43960.0,False,33790.0,37260.0,49600.0,60370.0,2025
51-4194,"Tool Grinders, Filers, and Sharpeners",5600,5.8,1.2,53240.0,False,50060.0,False,35350.0,40800.0,62150.0,77170.0,2025
51-4199,"Metal Workers and Plastic Workers, All Other",15900,3.7,0.7,48580.0,False,45950.0,False,35350.0,39190.0,54100.0,65510.0,2025
51-5111,Prepress Technicians and Workers,23840,2.3,0.6,50800.0,False,48690.0,False,35810.0,40930.0,58580.0,66080.0,2025
51-5112,Printing Press Operators,144260,1.2,0.4,47360.0,False,45780.0,False,33330.0,37390.0,55740.0,63520.0,2025
51-5113,Print Binding and Finishing Workers,33180,2.4,0.5,44460.0,False,42290.0,False,32220.0,36910.0,49130.0,59150.0,2025
51-6011,Laundry and Dry-Cleaning Workers,198040,1.7,0.4,34920.0,False,34890.0,False,27440.0,30360.0,37560.0,43190.0,2025
51-6021,"Pressers, Textile, Garment, and Related Materials",26120,3.1,0.7,34640.0,False,35060.0,False,27180.0,29870.0,37940.0,43050.0,2025
51-6031,Sewing Machine Operators,104880,1.6,0.4,37600.0,False,36670.0,False,27860.0,31960.0,42830.0,47840.0,2025
51-6041,Shoe and Leather Workers and Repairers,7450,8.0,1.4,39160.0,False,37800.0,False,28210.0,31270.0,45670.0,52550.0,2025
51-6042,Shoe Machine Operators and Tenders,3280,9.0,2.2,36280.0,False,35650.0,False,26560.0,29090.0,43090.0,47700.0,2025
51-6051,"Sewers, Hand",2190,11.0,2.1,37210.0,False,36480.0,False,27680.0,33330.0,40720.0,47570.0,2025
51-6052,"Tailors, Dressmakers, and Custom Sewers",13920,5.4,1.3,45140.0,False,41640.0,False,29920.0,35230.0,50200.0,63670.0,2025
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,5310,8.1,1.5,40380.0,False,38180.0,False,30300.0,35680.0,45280.0,48100.0,2025
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",9000,4.4,0.9,39530.0,False,38760.0,False,28650.0,34230.0,45220.0,49420.0,2025
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",13030,2.8,0.5,40720.0,False,39530.0,False,29960.0,36390.0,45220.0,49130.0,2025
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",22020,2.5,0.5,40120.0,False,38670.0,False,31790.0,36420.0,42940.0,49420.0,2025
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",12850,4.3,1.0,48580.0,False,46350.0,False,35890.0,39360.0,57280.0,63910.0,2025
51-6092,Fabric and Apparel Patternmakers,2950,10.0,4.3,71420.0,False,62750.0,False,33790.0,42620.0,93930.0,123540.0,2025
51-6093,Upholsterers,20140,2.7,0.6,47340.0,False,46340.0,False,31690.0,37340.0,54580.0,63770.0,2025
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",13530,6.1,1.4,40560.0,False,37280.0,False,31270.0,34320.0,44620.0,52730.0,2025
51-7011,Cabinetmakers and Bench Carpenters,77170,2.1,0.5,48290.0,False,46680.0,False,35650.0,38830.0,55760.0,63720.0,2025
51-7021,Furniture Finishers,14480,3.4,0.6,45300.0,False,44540.0,False,32160.0,37670.0,49730.0,61020.0,2025
51-7031,"Model Makers, Wood",280,20.6,7.6,63670.0,False,56550.0,False,34800.0,37660.0,87150.0,98050.0,2025
51-7032,"Patternmakers, Wood",220,25.7,6.3,54240.0,False,49630.0,False,37600.0,41170.0,59350.0,83780.0,2025
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",40850,1.9,0.4,43580.0,False,42770.0,False,30890.0,36510.0,48620.0,58170.0,2025
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",61420,1.8,0.3,43570.0,False,43380.0,False,32110.0,37100.0,48720.0,56830.0,2025
51-7099,"Woodworkers, All Other",5490,7.0,1.9,46070.0,False,44530.0,False,30510.0,36320.0,55180.0,64150.0,2025
51-8011,Nuclear Power Reactor Operators,5150,0.5,0.1,121380.0,False,122890.0,False,98640.0,109440.0,130490.0,149310.0,2025
51-8012,Power Distributors and Dispatchers,8520,5.7,0.9,111320.0,False,106730.0,False,72440.0,90200.0,130940.0,154270.0,2025
51-8013,Power Plant Operators,29320,2.4,0.7,99790.0,False,102040.0,False,61790.0,79690.0,119080.0,131940.0,2025
51-8021,Stationary Engineers and Boiler Operators,28250,2.1,0.6,83960.0,False,78620.0,False,50590.0,63160.0,101150.0,125390.0,2025
51-8031,Water and Wastewater Treatment Plant and System Operators,128490,1.1,0.4,62540.0,False,60020.0,False,39110.0,48040.0,74780.0,91060.0,2025
51-8091,Chemical Plant and System Operators,16610,5.2,1.4,79970.0,False,78120.0,False,48400.0,60330.0,98660.0,111930.0,2025
51-8092,Gas Plant Operators,18030,3.5,0.6,88710.0,False,87820.0,False,61350.0,76870.0,100870.0,115520.0,2025
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",33160,2.9,0.9,90630.0,False,96710.0,False,57110.0,77510.0,106320.0,115880.0,2025
51-8099,"Plant and System Operators, All Other",14080,4.4,1.1,65700.0,False,62470.0,False,40700.0,48900.0,78480.0,94560.0,2025
51-9011,Chemical Equipment Operators and Tenders,139630,1.6,0.7,60710.0,False,58040.0,False,37440.0,45970.0,74080.0,92250.0,2025
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",60100,3.3,1.1,56030.0,False,51610.0,False,36200.0,44410.0,63930.0,79750.0,2025
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",26000,2.8,0.6,51380.0,False,48540.0,False,36520.0,40430.0,60040.0,69240.0,2025
51-9022,"Grinding and Polishing Workers, Hand",10510,4.7,1.1,45020.0,False,42660.0,False,33480.0,37450.0,49980.0,60810.0,2025
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",94920,1.5,0.4,52090.0,False,48990.0,False,36790.0,42850.0,59860.0,70200.0,2025
51-9031,"Cutters and Trimmers, Hand",6060,5.3,1.3,41050.0,False,38020.0,False,26630.0,34050.0,47850.0,57870.0,2025
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",44980,2.0,0.4,47460.0,False,46570.0,False,35930.0,39440.0,53800.0,61120.0,2025
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",58770,2.5,0.7,47260.0,False,45760.0,False,34630.0,38360.0,52580.0,63450.0,2025
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",14280,3.4,0.8,50940.0,False,48040.0,False,35960.0,41130.0,59830.0,69800.0,2025
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",597370,0.7,0.3,53450.0,False,48570.0,False,35510.0,39890.0,61440.0,77860.0,2025
51-9071,Jewelers and Precious Stone and Metal Workers,22440,3.9,2.4,57960.0,False,52540.0,False,35580.0,39520.0,69810.0,87540.0,2025
51-9081,Dental Laboratory Technicians,34410,2.5,0.8,54290.0,False,49610.0,False,36660.0,40420.0,62070.0,76940.0,2025
51-9082,Medical Appliance Technicians,11280,5.7,1.4,52730.0,False,48030.0,False,36510.0,42210.0,60580.0,75740.0,2025
51-9083,Ophthalmic Laboratory Technicians,18660,4.8,1.0,43190.0,False,39460.0,False,33530.0,36470.0,47010.0,57380.0,2025
51-9111,Packaging and Filling Machine Operators and Tenders,379060,0.8,0.2,44590.0,False,43220.0,False,33390.0,36850.0,49070.0,60030.0,2025
51-9123,"Painting, Coating, and Decorating Workers",7940,9.9,1.7,45210.0,False,41600.0,False,31470.0,37030.0,50360.0,60820.0,2025
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",158740,1.2,0.4,52620.0,False,48250.0,False,36260.0,40590.0,59680.0,74730.0,2025
51-9141,Semiconductor Processing Technicians,31460,1.8,0.6,60180.0,False,51430.0,False,37690.0,45640.0,65010.0,82540.0,2025
51-9151,Photographic Process Workers and Processing Machine Operators,4800,5.7,1.9,46050.0,False,40610.0,False,30090.0,35170.0,50150.0,68800.0,2025
51-9161,Computer Numerically Controlled Tool Operators,169450,1.5,0.3,54320.0,False,50690.0,False,38140.0,44930.0,61760.0,73890.0,2025
51-9162,Computer Numerically Controlled Tool Programmers,28500,1.8,0.7,72210.0,False,68120.0,False,47530.0,58270.0,81890.0,100320.0,2025
51-9191,Adhesive Bonding Machine Operators and Tenders,11500,4.0,1.0,46850.0,False,46460.0,False,31460.0,37220.0,53610.0,60810.0,2025
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",14760,2.7,0.5,44600.0,False,43530.0,False,33790.0,37310.0,49320.0,58570.0,2025
51-9193,Cooling and Freezing Equipment Operators and Tenders,6900,3.1,0.8,44940.0,False,41330.0,False,33430.0,36380.0,49550.0,62340.0,2025
51-9194,Etchers and Engravers,7750,4.8,1.6,46320.0,False,43310.0,False,32210.0,37400.0,53050.0,63360.0,2025
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",33190,2.9,0.6,47500.0,False,46170.0,False,35850.0,39280.0,53000.0,61530.0,2025
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",96130,1.4,0.4,52840.0,False,50270.0,False,37300.0,44920.0,60180.0,70320.0,2025
51-9197,Tire Builders,20770,2.7,0.6,57160.0,False,57390.0,False,40150.0,47900.0,64380.0,74680.0,2025
